Datacenter: datacenter1; Host: /127.0.0.1; Rack: rack1
[OVERALL], RunTime(ms), 231698
[OVERALL], Throughput(ops/sec), 21579.81510414419
[TOTAL_GCS_PS_Scavenge], Count, 224
[TOTAL_GC_TIME_PS_Scavenge], Time(ms), 2272
[TOTAL_GC_TIME_%_PS_Scavenge], Time(%), 0.9805867983323119
[TOTAL_GCS_PS_MarkSweep], Count, 0
[TOTAL_GC_TIME_PS_MarkSweep], Time(ms), 0
[TOTAL_GC_TIME_%_PS_MarkSweep], Time(%), 0.0
[TOTAL_GCs], Count, 224
[TOTAL_GC_TIME], Time(ms), 2272
[TOTAL_GC_TIME_%], Time(%), 0.9805867983323119
[READ], Operations, 4750107
[READ], AverageLatency(us), 11681.564007294994
[READ], MinLatency(us), 454
[READ], MaxLatency(us), 391935
[READ], 95thPercentileLatency(us), 15519
[READ], 99thPercentileLatency(us), 24591
[READ], Return=OK, 4750107
[READ], 454, 1.0
[READ], 484, 1.0
[READ], 491, 1.0
[READ], 492, 1.0
[READ], 513, 1.0
[READ], 539, 1.0
[READ], 551, 1.0
[READ], 560, 1.0
[READ], 562, 1.0
[READ], 567, 1.0
[READ], 588, 1.0
[READ], 598, 1.0
[READ], 600, 1.0
[READ], 606, 2.0
[READ], 611, 1.0
[READ], 616, 1.0
[READ], 617, 1.0
[READ], 618, 1.0
[READ], 619, 1.0
[READ], 630, 1.0
[READ], 633, 1.0
[READ], 637, 1.0
[READ], 638, 1.0
[READ], 659, 1.0
[READ], 665, 1.0
[READ], 670, 1.0
[READ], 673, 1.0
[READ], 681, 1.0
[READ], 682, 1.0
[READ], 684, 1.0
[READ], 685, 1.0
[READ], 698, 1.0
[READ], 708, 1.0
[READ], 714, 1.0
[READ], 719, 1.0
[READ], 722, 1.0
[READ], 727, 2.0
[READ], 733, 1.0
[READ], 738, 1.0
[READ], 763, 1.0
[READ], 764, 1.0
[READ], 767, 2.0
[READ], 773, 1.0
[READ], 776, 1.0
[READ], 782, 2.0
[READ], 784, 1.0
[READ], 786, 1.0
[READ], 791, 1.0
[READ], 806, 1.0
[READ], 807, 1.0
[READ], 812, 1.0
[READ], 813, 1.0
[READ], 818, 1.0
[READ], 821, 1.0
[READ], 827, 1.0
[READ], 836, 1.0
[READ], 838, 1.0
[READ], 845, 1.0
[READ], 847, 1.0
[READ], 855, 1.0
[READ], 856, 2.0
[READ], 859, 1.0
[READ], 866, 1.0
[READ], 867, 1.0
[READ], 873, 1.0
[READ], 876, 2.0
[READ], 878, 1.0
[READ], 879, 2.0
[READ], 881, 1.0
[READ], 883, 1.0
[READ], 884, 1.0
[READ], 885, 1.0
[READ], 886, 1.0
[READ], 889, 1.0
[READ], 890, 1.0
[READ], 898, 1.0
[READ], 900, 2.0
[READ], 901, 1.0
[READ], 905, 2.0
[READ], 906, 1.0
[READ], 913, 1.0
[READ], 918, 1.0
[READ], 919, 1.0
[READ], 921, 1.0
[READ], 924, 2.0
